locus	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4	lead_snp
chr5:88.1-89.2Mb	5658	2.02741953675233e-07	0.784144247168007	5.49649381104876e-08	0.212584401235271	0.00327109388983084	rs13162708
chr2:59.8-60.9Mb	7078	5.68724016100608e-08	0.213104005227502	2.09134838610754e-07	0.783636440792407	0.00325928797285039	rs243018
chr9:0.5-1.5Mb	10428	0.00015918112601152	0.812578644190629	3.61089887621577e-05	0.184324418336023	0.00290164735857362	rs7870869
chr2:15.9-16.9Mb	6477	0.00373772483904667	0.673428152578401	0.00176620254688994	0.318214931746965	0.00285298828869755	rs11680058
chr20:46.4-47.5Mb	6877	5.01709335871925e-05	0.843109216100321	9.16806114194266e-06	0.154064065543123	0.00276737936182753	rs11471522
chr4:0.2-2.3Mb	15509	1.60568841920507e-16	0.420321336325354	2.20485916933257e-16	0.577165322845998	0.00251334082864594	rs72501962
chr6:136.5-137.5Mb	6539	2.02987071330368e-13	0.154866496546529	1.10502899039441e-12	0.843066248392525	0.00206725505963663	rs6917676
chr11:133.0-134.0Mb	7235	0.041162207503974	0.797877882907541	0.00779532821410567	0.151100618550974	0.0020639628234055	rs145733429
chr3:152.2-153.3Mb	7300	8.34229718347834e-05	0.488589018290628	8.69403949205111e-05	0.509187697453126	0.00205292088949048	rs75631387
chr6:39.9-40.9Mb	8256	0.0379729703408635	0.681916356589186	0.014669926863642	0.263439678328991	0.00200106787731796	rs34298980
chr7:1.3-2.4Mb	9143	1.37181658845926e-15	1.99875312288458e-13	0.00680298053752571	0.991200377545319	0.00199664191695691	rs144787122
chr15:38.0-39.1Mb	7316	5.09712250180754e-06	0.841097104216544	9.51220347196025e-07	0.156962839590335	0.0019340078502729	rs34715063
chr11:34.9-35.9Mb	7015	0.00148927291115255	0.559147603704697	0.0011620081168692	0.43627409006154	0.00192702520574106	rs58090211
chr8:36.3-37.5Mb	6765	6.12826518530686e-10	0.73702616943731	2.17180690603691e-10	0.26119424838292	0.00177958134976366	rs75772194
chr6:156.2-157.2Mb	6760	0.00118783532275119	0.730992631525051	0.000431616530305871	0.265614593908427	0.0017733227134652	rs6919504
chr7:13.3-15.5Mb	18440	6.10851779935264e-16	0.529402253988727	5.40955316288818e-16	0.468825097585486	0.00177264842578842	rs10228561
chr14:37.8-38.9Mb	6942	8.3278839888124e-05	0.762215406861161	2.57941746159371e-05	0.236081393171457	0.00159412695287929	rs144418821
chr1:119.4-120.6Mb	4173	7.49058504952048e-05	0.554884530512876	5.98553544377698e-05	0.443392486156749	0.00158822212544177	rs1805257
chr16:19.8-20.8Mb	6520	0.00214954489497752	0.182243242806398	0.00949063822792952	0.804636138905336	0.00148043516535777	rs4632135
chr2:110.6-111.7Mb	5789	0.000116650142819632	0.48626715366997	0.00012283828326111	0.51206157061679	0.00143178728716013	rs10169613
chr2:148.3-149.3Mb	5929	0.00330395519441893	0.848566812939266	0.000568993431292945	0.146135224596674	0.00142501383834828	rs2382249
chr1:146.7-147.9Mb	6785	2.95008054482723e-06	0.846254000772139	5.31260466207801e-07	0.152394930462928	0.00134758742392211	rs2354432
chr15:92.8-93.8Mb	9021	0.000928567296400766	0.795978655847202	0.000235091537442088	0.201521856620071	0.0013358286988837	rs7167984
chr1:116.5-117.5Mb	5840	0.000415207633448033	0.843913541401453	7.58997516954723e-05	0.154265651648777	0.00132969956462629	rs1127215
chr2:170.3-171.3Mb	7088	0.00273970042995878	0.815916905960401	0.000602541824838009	0.179443161294012	0.00129769049079031	rs3049863
chr5:76.6-77.6Mb	6996	0.00196221127047982	0.73681628598589	0.000690602240272684	0.259322027838143	0.00120887266521468	rs6878122
chr6:50.2-51.3Mb	6756	7.13812549278076e-06	0.73274383754226	2.59201138121348e-06	0.266074335870514	0.001172096450351	rs62405419
chr1:235.7-236.8Mb	7957	0.00220192523539167	0.689637453036748	0.000977125285897742	0.306032033785097	0.00115146265686602	rs1749598
chr12:97.0-98.0Mb	7788	0.00106473559507915	0.78476034872661	0.000288691249277475	0.212777957732756	0.00110826669627788	rs6538804
chr17:37.2-38.2Mb	3878	3.54583404466005e-38	0.884908551855683	4.56812717536235e-39	0.114002407810577	0.00108904033374138	rs11651052
chr5:14.3-15.3Mb	6256	0.0023935815009983	0.713130695270425	0.000948256627088396	0.282517428330465	0.00101003827102349	rs6885132
chr3:114.7-115.8Mb	6524	0.000546119390783605	0.719057182325573	0.000212037182343218	0.279181280671415	0.00100338042988538	rs7653569
chr12:27.3-28.3Mb	6822	8.9280363164785e-17	0.837123130973467	1.72648422603242e-17	0.161880051785238	0.000996817241294524	rs12578595
chr4:151.8-153.1Mb	8285	1.67789619232127e-14	0.81458779917737	3.79890139430684e-15	0.184428705316119	0.000983495506489623	rs6813195
chr6:117.0-118.2Mb	8373	1.22678528442215e-09	0.763585259173368	3.7826994388825e-10	0.235444756999625	0.000969982221952678	rs72951548
chr16:74.7-76.0Mb	9998	1.67301333244989e-10	0.476347608902585	1.83576484836808e-10	0.522685959647981	0.000966431098557272	rs147630228
chr19:11.9-13.4Mb	9314	4.33117991253854e-08	2.62641605316342e-06	0.01620827052118	0.982864316379628	0.000924743371339726	rs556141250
chr8:30.5-31.5Mb	6340	0.0103237515368742	0.817045250969727	0.00214255680766765	0.169565911618875	0.000922529066856227	rs6985028
chr12:23.4-24.4Mb	6981	0.0120769953176772	0.385837760777095	0.0182464545344115	0.582939722709825	0.000899066660992226	rs4517619
chr10:11.6-13.1Mb	13096	8.67208247013378e-49	0.773780317718386	2.52553452696822e-49	0.225344314913674	0.000875367367943093	rs11257655
chr3:22.6-24.1Mb	11866	2.08943270126187e-23	0.762164667481582	6.49616379719581e-24	0.236960661135153	0.000874671383266527	rs35352848
chr11:72.2-73.6Mb	7928	3.66300542950957e-19	0.696670307833764	1.59050732186559e-19	0.302499192188854	0.000830499977382243	rs140130268
chr13:90.8-91.8Mb	7445	1.50300087502572e-05	0.831904931712489	3.02181638144481e-06	0.167255498303378	0.000821518159001133	rs72640313
chr2:120.1-121.1Mb	6497	8.71781536699413e-59	3.2650744886434e-56	0.0026608155765546	0.996551753804122	0.000787430619312497	rs17050272
chr12:117.5-118.5Mb	7110	1.71165278438923e-09	0.802093938484184	4.20660734839567e-10	0.197124142396163	0.000781916987340397	rs7132351
chr1:45.4-46.4Mb	6461	1.81270902766677e-06	0.000221563093604766	0.00810707537787664	0.990907692503511	0.000761856315980281	rs112479676
chr3:112.8-114.1Mb	9380	8.49034350962353e-06	0.141175457380815	5.16016571317956e-05	0.858019609568883	0.000744841049662145	rs9985452
chr7:156.3-157.8Mb	12937	1.18735053073786e-10	0.708700940532864	4.86851953769755e-11	0.290589784144518	0.000709275155195382	rs3839845
chr18:59.6-60.7Mb	8871	5.80776653023629e-19	0.632331730221355	3.3704724748762e-19	0.366965958729163	0.000702311049483125	rs6567160
chr19:30.8-31.9Mb	6588	0.00157332068382858	0.832750443183656	0.000311157068749303	0.164693143867292	0.000671935196473915	rs67361341
chr6:159.9-160.9Mb	7585	0	0	0.00473142132275763	0.994637889267913	0.000630689409332596	rs74617384
chr3:185.2-186.3Mb	6415	3.54557440114292e-73	0.76875044224165	1.06365166135106e-73	0.230620023861807	0.000629533896552226	rs11705729
chr2:195.1-196.5Mb	9922	0.000160369545802061	0.736775901572384	5.71158122588023e-05	0.262403045832369	0.000603567237185369	rs4358140
chr11:1.7-3.5Mb	14640	4.84297028002606e-190	0.00110774338139482	4.36490473744666e-187	0.998394152429466	0.000498104189123685	rs2237897
chr6:142.2-143.4Mb	7507	1.33735250728285e-05	0.467314109182873	1.5229329719067e-05	0.532161414495076	0.000495873467259558	rs972119
chr16:53.3-54.3Mb	6853	3.86025637002196e-58	0.584365971514822	2.74244083715883e-58	0.415150467700791	0.000483560784382853	rs56094641
chr10:112.3-113.6Mb	7859	2.06136690173445e-227	0.1417226958285	1.24767506091457e-226	0.857798649690851	0.000478654480640329	rs34872471
chr11:8.1-9.2Mb	7898	2.51901143730314e-05	0.18208795080055	0.000113086523837238	0.817451042664691	0.000322729896547233	rs7110529
chr7:150.3-151.3Mb	7923	3.86472383748661e-05	0.135178341933017	0.00024707708819678	0.864213331893054	0.000322601847357622	rs7781606
chr14:102.3-103.3Mb	7536	0.000852380865515381	0.206386295687299	0.00325948456429724	0.789216098966807	0.000285739916081873	rs542653728
chr4:83.7-85.0Mb	7032	4.98431475528679e-11	0.0176978238321746	2.76573347547403e-09	0.982029679843874	0.000272493508375794	rs117624659
chr12:122.7-123.8Mb	6077	1.55319446970361e-19	7.85936807773556e-17	0.00197180469611063	0.997758812717299	0.000269382586589023	rs28461471
chr10:120.6-121.7Mb	8551	8.21461304167866e-07	0.0704881669090554	1.08294619833855e-05	0.929257069370609	0.00024311279704705	rs7098433
chr15:89.3-90.4Mb	7253	4.83721512603778e-11	0.216263291886354	1.75255631322061e-10	0.783536582171067	0.000200125718950771	rs2351707
chr9:132.8-134.5Mb	14260	0	0	1.34030678464595e-06	0.999817197969332	0.000181461723786189	rs977371848
chr10:61.4-62.5Mb	7578	2.33944263853568e-08	0.0249267650649786	9.14990833868279e-07	0.974922730642832	0.000149565906930219	rs75872811
chr16:11.6-12.6Mb	10266	8.48850799314648e-32	4.53472210179249e-30	0.0183735367551513	0.981549137399576	7.73258452783389e-05	rs12445804
chr9:81.2-82.2Mb	6254	9.9492399214986e-22	0.0632077673647101	1.47446448017136e-20	0.936730870704708	6.13619305826996e-05	rs2796441
chr6:6.6-7.8Mb	9979	2.06742660730486e-17	0.00831064753766323	2.46685989882058e-15	0.991629005054781	6.0347407556043e-05	rs9379084
chr20:62.1-63.2Mb	8791	3.47114756581316e-14	5.86228192629083e-11	0.000591729524228946	0.999348204267115	6.00661499965916e-05	rs3746778
chr7:102.0-103.5Mb	7595	1.08383583067484e-09	0.00157428265143379	6.87340005416185e-07	0.998368345188876	5.66837358492081e-05	rs4727554
chr19:46.6-47.6Mb	6260	8.0098645184977e-10	9.44504149615612e-07	0.000847299323614406	0.999115148515404	3.66068558450264e-05	rs56010181
chr11:49.0-50.8Mb	11364	3.69938464288815e-06	0.0106982499149389	0.000341962211595037	0.988920442768361	3.56457204616239e-05	rs7932581
chr12:49.4-50.4Mb	5423	5.59131329361741e-23	1.20382995260807e-20	0.00462297685270106	0.995343585000872	3.34381464242695e-05	rs9669354
chr22:28.3-30.4Mb	13190	2.29438838072656e-18	9.71546338554373e-16	0.00235595908677893	0.997618105798308	2.59351149150156e-05	rs5753022
chr2:21.8-22.8Mb	6062	8.59343926514638e-14	5.40293609126914e-11	0.00158794648439041	0.9983864302297	2.56232317960677e-05	rs111313096
chr11:69.1-70.2Mb	8440	5.47795145578687e-11	0.000632566484575549	8.65425934184301e-08	0.999350644335426	1.67025826266432e-05	rs74606104
chr14:100.3-101.3Mb	7366	6.3444410886176e-07	0.013764554542925	4.54553325482551e-05	0.986174173194417	1.51824860008362e-05	rs73347525
chr8:41.0-42.3Mb	9211	2.51813784334604e-29	0.010367202838169	2.40373595842359e-27	0.989620882597905	1.19145639321973e-05	rs516946
chr7:125.6-128.8Mb	21871	5.56118628838174e-101	0.000466742209783945	1.19092015736715e-97	0.999521821014258	1.14367759621483e-05	rs2233580
chr3:170.4-171.5Mb	7570	1.19811467284331e-08	4.01075385685376e-05	0.000298621997148873	0.999653325720095	7.93276303977589e-06	rs9841632
chr1:38.6-40.1Mb	9920	1.78181537176907e-12	0.00243373485860122	7.30345049605815e-10	0.997559130695332	7.13371393984146e-06	rs755249
chr5:96.0-97.0Mb	7116	2.96486170527548e-08	2.81003874231444e-05	0.00105394798098177	0.998911562997893	6.35898508571935e-06	rs55770741
chr2:64.5-66.0Mb	9849	4.23481877396903e-14	3.22503942917557e-10	0.000131292726765891	0.999863845716543	4.86123414333427e-06	rs1477034
chr22:49.5-50.5Mb	9276	1.46725779733248e-14	7.91614817438114e-11	0.000185314804802381	0.999810292331606	4.39278441437915e-06	rs9616822
chr11:16.8-17.9Mb	6778	3.36797565026384e-19	0.00136365860753341	2.4664314794654e-16	0.998632666546777	3.67484568893541e-06	rs2074314
chr18:62.7-63.7Mb	6207	1.66121315042791e-09	0.00334230646852386	4.95362707628579e-07	0.99665354532055	3.65118700415466e-06	rs12454712
chr16:69.0-70.2Mb	6342	4.62115388891134e-11	2.09406062392177e-07	0.000220629729634241	0.999776330960257	2.82985783427401e-06	rs62049970
chr19:6.7-8.4Mb	13808	1.35485780079018e-12	1.05556938363972e-07	1.28351246990779e-05	0.999984252199611	2.80711739561346e-06	rs62125172
chr15:56.4-57.8Mb	9944	7.11715112894436e-25	1.31263335015733e-20	5.42173311305594e-05	0.999943313460512	2.46920835912556e-06	rs149369584
chr15:76.5-78.1Mb	10437	4.46214527739962e-23	0.00159279384305724	2.79698919369782e-20	0.998404776158169	2.42999877246805e-06	rs12910361
chr3:186.4-188.5Mb	15275	2.46003981289957e-13	0.00123519466096804	1.98915758048172e-10	0.998763031590718	1.77354915267065e-06	rs3887925
chr1:177.4-178.4Mb	6760	1.9614111962732e-11	4.14337690450118e-07	4.73361409734942e-05	0.999950817807283	1.43169444049198e-06	rs6682862
chr2:168.1-169.1Mb	7634	1.84361476913164e-58	7.1819722670529e-55	0.000256634221933051	0.999742404860669	9.60917399209767e-07	rs2389608
chr6:38.6-39.8Mb	9684	8.28121748155345e-16	0.000219380827931705	3.77398210340579e-12	0.999779705740628	9.13427666298026e-07	rs9296285
chr10:87.3-88.5Mb	7545	5.01924746121545e-12	0.000184321223234939	2.72259462573551e-08	0.999815162373741	4.89172059823323e-07	rs11202589
chr15:51.7-52.8Mb	7791	2.3956730732871e-11	2.46530852862261e-05	9.71728534236823e-07	0.999973939945954	4.35216269451153e-07	rs149336329
chr12:107.7-108.7Mb	7627	4.42886498218654e-20	1.39579349110039e-13	3.17300649750408e-07	0.999999284802463	3.97896745327778e-07	rs11114039
chr7:43.6-44.7Mb	6837	1.31168228811712e-119	3.08660169781558e-115	4.24941825016726e-05	0.999957207672066	2.9814540659772e-07	rs17725246
chr17:48.5-49.6Mb	7152	7.52084724713258e-23	1.97948995513772e-18	3.79924154303059e-05	0.999961869109472	1.38475095916647e-07	rs3809782
chr10:121.9-122.9Mb	8480	1.62750148886892e-51	4.62839709807825e-47	3.51621523220741e-05	0.999964699634672	1.38213001800858e-07	rs7904973
chr11:64.9-66.1Mb	6835	2.39802504131925e-13	4.05087111229211e-08	5.91974051882733e-06	0.999993971921313	6.78292160901152e-08	rs4645917
chr15:74.8-76.1Mb	8011	4.16376790215672e-18	4.79522234892843e-12	8.68315111643947e-07	0.99999906979756	6.18825337997771e-08	rs11638576
chr19:20.7-22.9Mb	18139	1.45337724913413e-17	1.23522584541944e-06	1.17660701452396e-11	0.999998723724031	4.10383597411671e-08	rs150182828
chr4:70.2-71.5Mb	8380	4.21934143947836e-14	1.06335011075326e-07	3.96796798895434e-07	0.999999469330798	2.75373508949918e-08	rs1345896167
chr20:42.9-45.1Mb	14914	3.38857024095872e-52	4.38400483784186e-42	7.72939435370787e-11	0.999999995000266	4.92244023239986e-09	rs1800961
chr1:49.9-51.6Mb	8538	4.69419160824853e-18	2.09387829430068e-11	2.24186407943932e-07	0.999999771300514	4.49214257598012e-09	rs191741380
chr10:62.6-64.0Mb	10320	1.60548803102493e-29	2.30961937661915e-23	6.95130516951414e-07	0.999999302518505	2.3509843725603e-09	rs150036478
chr19:32.9-33.9Mb	7769	3.05570217167515e-15	4.45563151651775e-08	6.85806671611173e-08	0.999999884997976	1.8650354040189e-09	rs10415756
chr6:19.9-21.6Mb	11491	4.49054039436989e-121	1.2127447874765e-06	3.7027864303915e-115	0.999998785941555	1.31366757584698e-09	rs9368222
chr2:232.8-234.0Mb	9186	1.19706232574317e-30	1.51721849967512e-23	7.88984730949068e-08	0.999999919814033	1.28750011965174e-09	rs35203651
chr2:42.7-45.1Mb	18646	0	0	1.1864138569412e-08	0.999999987626779	5.08973259503106e-10	rs4245791
chr12:70.5-71.8Mb	8610	5.13465649804535e-18	2.00545300093421e-09	2.56034744760618e-09	0.999999994973045	4.61154674331371e-10	rs10879261
chr6:126.0-127.6Mb	7694	2.04420922492854e-19	2.70125958709666e-08	7.56761467341069e-12	0.999999972542419	4.37416204905807e-10	rs9398803
chr10:69.0-70.3Mb	9932	3.4201022101342e-34	1.14612300448531e-23	2.98406209108629e-11	0.99999999978705	1.83109495275205e-10	rs17476364
chr17:3.5-4.9Mb	11417	3.91927414082911e-27	7.84207407607486e-19	4.99775197616271e-09	0.999999994964	3.82479106620295e-11	rs34460487
chr5:56.0-57.0Mb	7879	3.36523553402933e-28	4.88351297667255e-15	6.89101380502835e-14	0.999999999970036	2.98923170026478e-11	rs28650790
chr7:27.6-28.7Mb	7885	8.77051358363436e-26	6.96461106224024e-10	1.25929696563692e-16	0.999999999302894	6.44424850183438e-13	rs860262
chr17:6.5-8.2Mb	11966	4.07185924200141e-205	7.26499338082342e-194	5.60476662336041e-12	0.999999999994145	2.32791877734303e-13	rs186021206
chr9:21.5-22.8Mb	10022	1.36522088597256e-118	1.77687253631784e-13	7.68327979676805e-106	0.999999999999773	2.56354831037088e-14	rs10965246
chr12:119.9-121.9Mb	12874	3.50218717437466e-150	1.13326556273389e-138	3.09034994932277e-12	0.999999999996874	2.26882237722142e-14	rs2244608
chr5:52.0-53.3Mb	11171	4.19691321029373e-55	6.74878319569841e-43	6.21877024137641e-13	0.999999999999361	1.5961887387461e-14	rs116734477
chr13:32.5-33.5Mb	6356	7.90322515654662e-36	6.89057731406431e-24	1.146961248139e-12	0.999999999998849	7.24865641747874e-15	rs207635
chr3:121.7-123.9Mb	13906	4.74948386187124e-44	5.51106633735423e-29	8.61808508759738e-16	1	4.44194297645713e-17	rs68028452
chr3:11.5-12.9Mb	10372	2.57533532616237e-69	4.87057589125085e-53	5.28753762114348e-17	1	1.47102928831039e-18	rs13076933
chr19:44.4-46.3Mb	13798	0	0	1.74324399694101e-17	1	2.09896904502146e-19	rs7412
chr9:135.8-137.1Mb	9644	3.4700332297601e-49	5.13057266543281e-19	6.76344232124313e-31	1	1.69846392183098e-20	rs28642213
chr6:30.5-34.9Mb	63779	5.4338467174181e-123	2.92850448162104e-97	1.85550227138816e-26	1	1.16812256124751e-27	rs3998180
chr10:91.1-93.8Mb	16179	3.35984193026019e-90	3.24262939414781e-31	1.03614737358636e-59	1	1.21764135236345e-33	rs1977832
